type,is_pyramid,units,entry_date,entry_price,exit_date,exit_price,stop_price,pnl_points,mae_points,atr_at_exit,holding_hours,exit_reason,trade_id
Long,False,1.0,2025-03-13 20:00:00,2946.15,2025-03-14 16:00:00,2986.9,2967.61,40.03,-7.28,14.18,24,Signal Exit,75
Long,True,2.1999999999999997,2025-03-14 00:00:00,2978.05,2025-03-14 16:00:00,2986.9,2967.61,18.99,-3.61,14.18,0,Signal Exit,76
Long,False,1.0,2025-03-14 20:00:00,2993.46,2025-03-15 00:00:00,2984.64,2965.84,-9.54,-15.21,15.56,24,Signal Exit,77
Long,False,1.0,2025-03-17 04:00:00,2984.59,2025-03-17 12:00:00,2986.95,2967.8,2.14,-0.72,13.84,0,Signal Exit,78
Long,True,2.3,2025-03-17 08:00:00,2990.05,2025-03-17 12:00:00,2986.95,2967.8,-7.64,-10.6,13.84,0,Signal Exit,79
Long,False,1.0,2025-03-17 20:00:00,2997.53,2025-03-18 00:00:00,2997.18,2968.27,-1.07,-12.86,14.13,24,Signal Exit,80
Long,False,1.0,2025-03-18 04:00:00,3000.08,2025-03-18 08:00:00,2999.61,2972.79,-0.69,-0.69,11.47,0,Signal Exit,81
Long,False,1.0,2025-03-18 12:00:00,3011.37,2025-03-19 08:00:00,3031.59,3004.74,19.5,-5.18,10.48,24,Signal Exit,82
Long,True,2.5,2025-03-18 16:00:00,3016.52,2025-03-19 08:00:00,3031.59,3004.74,35.88,-0.3,10.48,24,Signal Exit,83
Long,False,1.0,2025-03-19 12:00:00,3036.22,2025-03-19 16:00:00,3035.99,3016.51,-0.45,-2.06,10.88,0,Signal Exit,84
Long,False,1.0,2025-03-19 20:00:00,3038.97,2025-03-20 00:00:00,3031.47,3010.91,-8.22,-13.28,12.07,24,Signal Exit,85
